,winner,winner_url,looser,looser_url,outcome
4828,Mairbek Taisumov,http://www.ufcstats.com/fighter-details/8f5c8850b2484173,Damir Hadzovic,http://www.ufcstats.com/fighter-details/38c626ca912c7bac,1.0
4829,Filip Pejic,http://www.ufcstats.com/fighter-details/38ed5a2299230227,Damian Stasiak,http://www.ufcstats.com/fighter-details/42a7e90605df3c8a,0.0
4830,Lucas Martins,http://www.ufcstats.com/fighter-details/7413b80dbb0f8f9f,Robert Whiteford,http://www.ufcstats.com/fighter-details/1dafccb62a0f98ec,1.0
4831,Cyril Asker,http://www.ufcstats.com/fighter-details/9be6020024133293,Jared Cannonier,http://www.ufcstats.com/fighter-details/13a0275fa13c4d26,0.0
4832,Bojan Velickovic,http://www.ufcstats.com/fighter-details/fcce75a25c14a804,Alessio Di Chirico,http://www.ufcstats.com/fighter-details/77d7295d1b22c694,1.0
4833,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed,Mark Hunt,http://www.ufcstats.com/fighter-details/eef9b891edbd4604,0.0
4834,Hector Lombard,http://www.ufcstats.com/fighter-details/db1f2ed63b54b9a7,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,0.0
4835,Jake Matthews,http://www.ufcstats.com/fighter-details/a845f0735bc67405,Johnny Case,http://www.ufcstats.com/fighter-details/1f4b04a926ef1287,1.0
4836,Daniel Kelly,http://www.ufcstats.com/fighter-details/bdcbb976816fd256,Antonio Carlos Junior,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,1.0
4837,Steve Bosse,http://www.ufcstats.com/fighter-details/e023fa2e648ea0f1,James Te Huna,http://www.ufcstats.com/fighter-details/f5431394fb284bb9,1.0
4838,Seo Hee Ham,http://www.ufcstats.com/fighter-details/165c244bcca3ed26,Bec Rawlings,http://www.ufcstats.com/fighter-details/907e60fd13407e1e,0.0
4839,Brendan O'Reilly,http://www.ufcstats.com/fighter-details/494b0bfdbac74502,Alan Jouban,http://www.ufcstats.com/fighter-details/cf65d56b0755ed3b,0.0
4840,Mark Eddiva,http://www.ufcstats.com/fighter-details/40ff198adda94b9f,Dan Hooker,http://www.ufcstats.com/fighter-details/193b9d1858bc4df3,0.0
4841,Leslie Smith,http://www.ufcstats.com/fighter-details/76984112f697631f,Rin Nakai,http://www.ufcstats.com/fighter-details/f9ae6914f604aa9f,1.0
4842,Richard Walsh,http://www.ufcstats.com/fighter-details/303a05a7aa3ff761,Viscardi Andrade,http://www.ufcstats.com/fighter-details/d221ee27afc7a60e,0.0
4843,Chad Laprise,http://www.ufcstats.com/fighter-details/c03a5022f8439f2a,Ross Pearson,http://www.ufcstats.com/fighter-details/4f732e58ed907eff,0.0
4844,Alan Patrick,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8,Damien Brown,http://www.ufcstats.com/fighter-details/d024ed963e8bf7ea,1.0
4845,Conor McGregor,http://www.ufcstats.com/fighter-details/f4c49976c75c5ab2,Nate Diaz,http://www.ufcstats.com/fighter-details/8355922d564b152c,0.0
4846,Miesha Tate,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da,Holly Holm,http://www.ufcstats.com/fighter-details/634e2fb70bde3fd5,1.0
4847,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,Gian Villante,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc,1.0
4848,Corey Anderson,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Tom Lawlor,http://www.ufcstats.com/fighter-details/4d44f37107f01b9b,1.0
4849,Amanda Nunes,http://www.ufcstats.com/fighter-details/80fa8218c99f9c58,Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1,1.0
4850,Brandon Thatch,http://www.ufcstats.com/fighter-details/638cfec7ec559d6e,Siyar Bahadurzada,http://www.ufcstats.com/fighter-details/aec185309b4843d0,0.0
4851,Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,Nordine Taleb,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb,0.0
4852,Marcelo Guimaraes,http://www.ufcstats.com/fighter-details/0c9c0a43d3f3f49d,Vitor Miranda,http://www.ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,0.0
4853,Darren Elkins,http://www.ufcstats.com/fighter-details/92a9aa9c93192871,Chas Skelly,http://www.ufcstats.com/fighter-details/4bd6b4800070b069,1.0
4854,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,0.0
4855,Jason Saggo,http://www.ufcstats.com/fighter-details/4ac1ecf8ce59ef23,Justin Salas,http://www.ufcstats.com/fighter-details/9b198c73e3d0d289,1.0
4856,Teruto Ishihara,http://www.ufcstats.com/fighter-details/88cd34d836b4ebcd,Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,1.0
4857,Michael Bisping,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2,Anderson Silva,http://www.ufcstats.com/fighter-details/1f454354805b6f75,1.0
4858,Gegard Mousasi,http://www.ufcstats.com/fighter-details/232c582f29f8f65e,Thales Leites,http://www.ufcstats.com/fighter-details/cfb65863d5099327,1.0
4859,Tom Breese,http://www.ufcstats.com/fighter-details/1588b787bda7b540,Keita Nakamura,http://www.ufcstats.com/fighter-details/65ddc8a9ac4e8531,1.0
4860,Francisco Rivera,http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,Brad Pickett,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f,0.0
4861,Mike Wilkinson,http://www.ufcstats.com/fighter-details/cfaf010d5b389c09,Makwan Amirkhani,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,0.0
4862,Marlon Vera,http://www.ufcstats.com/fighter-details/7c7332319c14094c,Davey Grant,http://www.ufcstats.com/fighter-details/113df4fde64735c6,0.0
4863,Scott Askham,http://www.ufcstats.com/fighter-details/06827d70c53ff0d9,Chris Dempsey,http://www.ufcstats.com/fighter-details/dfae5da5676e4194,1.0
4864,Arnold Allen,http://www.ufcstats.com/fighter-details/040a74bb0a465c54,Yaotzin Meza,http://www.ufcstats.com/fighter-details/3623bd267a2eef2e,1.0
4865,Brad Scott,http://www.ufcstats.com/fighter-details/34e552520a934063,Krzysztof Jotko,http://www.ufcstats.com/fighter-details/4e06913c91da5200,0.0
4866,Rustam Khabilov,http://www.ufcstats.com/fighter-details/9b7694d064a8a0ad,Norman Parke,http://www.ufcstats.com/fighter-details/14ff46596ad80609,1.0
4867,Daniel Omielanczuk,http://www.ufcstats.com/fighter-details/470fedbc8563ac47,Jarjis Danho,http://www.ufcstats.com/fighter-details/8614b7134913f5d5,1.0
4868,Thibault Gouti,http://www.ufcstats.com/fighter-details/51e86de150ee8be6,Teemu Packalen,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,0.0
4869,David Teymur,http://www.ufcstats.com/fighter-details/2747c60e42d9d75f,Martin Svensson,http://www.ufcstats.com/fighter-details/bcad7223af3c19da,1.0
4870,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Alex Oliveira,http://www.ufcstats.com/fighter-details/57b10fca4f9c9a7a,1.0
4871,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322,Roan Carneiro,http://www.ufcstats.com/fighter-details/1c86754617d9813a,1.0
4872,Cody Garbrandt,http://www.ufcstats.com/fighter-details/d8c7c61b176e3994,Augusto Mendes,http://www.ufcstats.com/fighter-details/3d5b1ce6097dbb49,1.0
4873,Tatsuya Kawajiri,http://www.ufcstats.com/fighter-details/80d918336163b80c,Dennis Bermudez,http://www.ufcstats.com/fighter-details/6f242453c91a5af0,0.0
4874,Joe Riggs,http://www.ufcstats.com/fighter-details/d512d9f204059f57,Chris Camozzi,http://www.ufcstats.com/fighter-details/6c2030e0a143a94b,0.0
4875,Shane Campbell,http://www.ufcstats.com/fighter-details/784285b7ae7dd85f,James Krause,http://www.ufcstats.com/fighter-details/8f6a18831a120817,0.0
4876,Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2,Alex Garcia,http://www.ufcstats.com/fighter-details/a2b12c3f3d60ff69,1.0
4877,Oluwale Bamgbose,http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,Daniel Sarafian,http://www.ufcstats.com/fighter-details/7e47047d0971d566,1.0
4878,Anthony Smith,http://www.ufcstats.com/fighter-details/d4c9dcd330403612,Leonardo Guimaraes,http://www.ufcstats.com/fighter-details/cc98d857b148e33a,1.0
4879,Jonavin Webb,http://www.ufcstats.com/fighter-details/f40ec51dd4de47c3,Nathan Coy,http://www.ufcstats.com/fighter-details/15ec018d144710db,0.0
4880,Ashlee Evans-Smith,http://www.ufcstats.com/fighter-details/fc6e681bf6658faf,Marion Reneau,http://www.ufcstats.com/fighter-details/c7d297714d9ab1a4,1.0
4881,Lauren Murphy,http://www.ufcstats.com/fighter-details/729d4bd5a6cd0a97,Kelly Faszholz,http://www.ufcstats.com/fighter-details/9c42a0de8e012870,1.0
4882,Shamil Abdurakhimov,http://www.ufcstats.com/fighter-details/2f5cbecbbe18bac4,Anthony Hamilton,http://www.ufcstats.com/fighter-details/c727c7d31c50c4cf,1.0
4883,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Johny Hendricks,http://www.ufcstats.com/fighter-details/0941df56f6ac954b,1.0
4884,Roy Nelson,http://www.ufcstats.com/fighter-details/3f7c14c7eca7195d,Jared Rosholt,http://www.ufcstats.com/fighter-details/91ea901c458e95dd,1.0
4885,Ovince Saint Preux,http://www.ufcstats.com/fighter-details/50db8711c70196cd,Rafael Cavalcante,http://www.ufcstats.com/fighter-details/5c1ca0c72b599a3c,1.0
4886,Joseph Benavidez,http://www.ufcstats.com/fighter-details/80eacd4da0617c57,Zach Makovsky,http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30,1.0
4887,Misha Cirkunov,http://www.ufcstats.com/fighter-details/67f272324a030d00,Alex Nicholson,http://www.ufcstats.com/fighter-details/2b6d855c6e280fb1,1.0
4888,Sean Spencer,http://www.ufcstats.com/fighter-details/ab850a77a0fa487d,Mike Pyle,http://www.ufcstats.com/fighter-details/f5990c11974d8e9c,0.0
4889,Joshua Burkman,http://www.ufcstats.com/fighter-details/6da99156486ed6c2,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,1.0
4890,Derrick Lewis,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Damian Grabowski,http://www.ufcstats.com/fighter-details/3f11b5d4bd76a6d9,1.0
4891,Justin Scoggins,http://www.ufcstats.com/fighter-details/9fa568ad2bf2cb0b,Ray Borg,http://www.ufcstats.com/fighter-details/a4de54ea806fb525,1.0
4892,Diego Rivas,http://www.ufcstats.com/fighter-details/09f579be4520394a,Noad Lahat,http://www.ufcstats.com/fighter-details/9f755fb04cc21499,1.0
4893,Mickey Gall,http://www.ufcstats.com/fighter-details/9e50097a89442158,Mike Jackson,http://www.ufcstats.com/fighter-details/0641c21bec209472,1.0
4894,Artem Lobov,http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,Alex White,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8,0.0
4895,Ryan Bader,http://www.ufcstats.com/fighter-details/c0ab242c40decc55,Anthony Johnson,http://www.ufcstats.com/fighter-details/365fee2da473b177,0.0
4896,Ben Rothwell,http://www.ufcstats.com/fighter-details/bd58d34e39b7b12a,Josh Barnett,http://www.ufcstats.com/fighter-details/ad3f53c454cbbead,1.0
4897,Jimmie Rivera,http://www.ufcstats.com/fighter-details/9c907996820d2d69,Iuri Alcantara,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,1.0
4898,Sage Northcutt,http://www.ufcstats.com/fighter-details/ed9d8ee3a4239b1c,Bryan Barberena,http://www.ufcstats.com/fighter-details/a331233f597090a5,0.0
4899,Jake Ellenberger,http://www.ufcstats.com/fighter-details/d81ac739417d7f53,Tarec Saffiedine,http://www.ufcstats.com/fighter-details/0749d968e932df53,0.0
4900,Olivier Aubin-Mercier,http://www.ufcstats.com/fighter-details/55ee431411ccf07a,Diego Ferreira,http://www.ufcstats.com/fighter-details/f53d4f21d1b5f2dc,0.0
4901,Rafael Natal,http://www.ufcstats.com/fighter-details/0dba4df5f34d5ff0,Kevin Casey,http://www.ufcstats.com/fighter-details/8d9586726252dbf7,1.0
4902,Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08,Wilson Reis,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2,0.0
4903,George Sullivan,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b,Alexander Yakovlev,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd,0.0
4904,Masio Fullen,http://www.ufcstats.com/fighter-details/4638cc6479cc0afe,Alex Caceres,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,0.0
4905,Matt Dwyer,http://www.ufcstats.com/fighter-details/8f0d576beba1cfcd,Randy Brown,http://www.ufcstats.com/fighter-details/c6aee362c7a7d482,0.0
4906,Damon Jackson,http://www.ufcstats.com/fighter-details/29af297d9f1de0f8,Levan Makashvili,http://www.ufcstats.com/fighter-details/938ad489fb7a1f31,1.0
4907,Felipe Olivieri,http://www.ufcstats.com/fighter-details/948880beac71f028,Anthony Rocco Martin,http://www.ufcstats.com/fighter-details/5331b25a60417ffb,0.0
4908,TJ Dillashaw,http://www.ufcstats.com/fighter-details/c849740a3ff51931,Dominick Cruz,http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97,0.0
4909,Anthony Pettis,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc,Eddie Alvarez,http://www.ufcstats.com/fighter-details/33a331684283900f,0.0
4910,Matt Mitrione,http://www.ufcstats.com/fighter-details/ba280572acfba13f,Travis Browne,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b,0.0
4911,Ross Pearson,http://www.ufcstats.com/fighter-details/4f732e58ed907eff,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,0.0
4912,Patrick Cote,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,Ben Saunders,http://www.ufcstats.com/fighter-details/484acc7b0f856ce9,1.0
4913,Ed Herman,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77,Tim Boetsch,http://www.ufcstats.com/fighter-details/c80095f6092271a7,1.0
4914,Mehdi Baghdad,http://www.ufcstats.com/fighter-details/e4d2564ea0e34e2b,Chris Wade,http://www.ufcstats.com/fighter-details/c8097968da5e5f13,0.0
4915,Luke Sanders,http://www.ufcstats.com/fighter-details/96428b9e9bd048ea,Maximo Blanco,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a,1.0
4916,Paul Felder,http://www.ufcstats.com/fighter-details/e5010b1b94ca5755,Daron Cruickshank,http://www.ufcstats.com/fighter-details/5f99b2bafb10305f,1.0
4917,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,Sean O'Connell,http://www.ufcstats.com/fighter-details/cb52f9490c2dc069,1.0
4918,Kyle Bochniak,http://www.ufcstats.com/fighter-details/c5af5750e8bae4f0,Charles Rosa,http://www.ufcstats.com/fighter-details/40093d1d2d78394e,0.0
4919,Rob Font,http://www.ufcstats.com/fighter-details/05339613bf8e9808,Joey Gomez,http://www.ufcstats.com/fighter-details/0778f94eb5d588a5,1.0
4920,Elvis Mutapcic,http://www.ufcstats.com/fighter-details/28c55b4087a6f136,Francimar Barroso,http://www.ufcstats.com/fighter-details/b69f24c500d783e7,0.0
4921,Carlos Condit,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,0.0
4922,Stipe Miocic,http://www.ufcstats.com/fighter-details/d28dee5c705991df,Andrei Arlovski,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,1.0
4923,Lorenz Larkin,http://www.ufcstats.com/fighter-details/9450848a71d53776,Albert Tumenov,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e,0.0
4924,Brian Ortega,http://www.ufcstats.com/fighter-details/def8166ff24bd237,Diego Brandao,http://www.ufcstats.com/fighter-details/c2e3e67b5911bfb7,1.0
4925,Tony Sims,http://www.ufcstats.com/fighter-details/57bad6a84230f0c9,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,0.0
4926,Masanori Kanehara,http://www.ufcstats.com/fighter-details/f3a078277b3b8ff4,Michael McDonald,http://www.ufcstats.com/fighter-details/d0314416a7f26527,0.0
4927,Kyle Noke,http://www.ufcstats.com/fighter-details/7339d340aa2889cb,Alex Morono,http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,0.0
4928,Nina Nunes,http://www.ufcstats.com/fighter-details/d343df8ba11f4c4e,Justine Kish,http://www.ufcstats.com/fighter-details/928ae2e5b5f7a9ec,0.0
4929,Scott Holtzman,http://www.ufcstats.com/fighter-details/df1eb4354d18a906,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,0.0
4930,Joe Duffy,http://www.ufcstats.com/fighter-details/654ae722109a0d31,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,0.0
4931,Joe Soto,http://www.ufcstats.com/fighter-details/a4e85a58fbce64b2,Michinori Tanaka,http://www.ufcstats.com/fighter-details/64788ee44b062ded,0.0
4932,Edgar Garcia,http://www.ufcstats.com/fighter-details/8d49545dadf9b919,Sheldon Westcott,http://www.ufcstats.com/fighter-details/ec2d13a87d3d9541,0.0
4933,Rafael Dos Anjos,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,1.0
4934,Junior Dos Santos,http://www.ufcstats.com/fighter-details/63def5a5662a6917,Alistair Overeem,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c,0.0
4935,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d,Nate Diaz,http://www.ufcstats.com/fighter-details/8355922d564b152c,0.0
4936,Karolina Kowalkiewicz,http://www.ufcstats.com/fighter-details/d7c3816669784109,Randa Markos,http://www.ufcstats.com/fighter-details/4a57ebb14315b251,1.0
4937,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Myles Jury,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0,1.0
4938,Nate Marquardt,http://www.ufcstats.com/fighter-details/a8e6a69796280f17,CB Dollaway,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216,1.0
4939,Valentina Shevchenko,http://www.ufcstats.com/fighter-details/132deb59abae64b1,Sarah Kaufman,http://www.ufcstats.com/fighter-details/36df8e119aec6175,1.0
4940,Tamdan McCrory,http://www.ufcstats.com/fighter-details/eff47295daf721a6,Josh Samman,http://www.ufcstats.com/fighter-details/9deff9e3e8d94d47,1.0
4941,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,Danny Castillo,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf,1.0
4942,Jim Alers,http://www.ufcstats.com/fighter-details/fe5a9547479396ab,Cole Miller,http://www.ufcstats.com/fighter-details/282fa667ff9c51ed,0.0
4943,Leon Edwards,http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,Kamaru Usman,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e,0.0
4944,Vicente Luque,http://www.ufcstats.com/fighter-details/6d4b63c767106d3a,Hayder Hassan,http://www.ufcstats.com/fighter-details/cf615eb4b7862c76,1.0
4945,Luis Henrique,http://www.ufcstats.com/fighter-details/e5bda12faabfc850,Francis Ngannou,http://www.ufcstats.com/fighter-details/8d03ce87ca14e778,0.0
4946,Jose Aldo,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,Conor McGregor,http://www.ufcstats.com/fighter-details/f4c49976c75c5ab2,0.0
4947,Luke Rockhold,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,Chris Weidman,http://www.ufcstats.com/fighter-details/3a8176e15b9887c1,1.0
4948,Jacare Souza,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,Yoel Romero,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,0.0
4949,Gunnar Nelson,http://www.ufcstats.com/fighter-details/fd55393021a8c255,Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27,0.0
4950,Jeremy Stephens,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,0.0
4951,Frankie Saenz,http://www.ufcstats.com/fighter-details/9ba2226646046b63,Urijah Faber,http://www.ufcstats.com/fighter-details/78114b7199cef90c,0.0
4952,Tecia Pennington,http://www.ufcstats.com/fighter-details/31ef8b67e13495b3,Jocelyn Jones-Lybarger,http://www.ufcstats.com/fighter-details/1a98c9dbb7fc3959,1.0
4953,Warlley Alves,http://www.ufcstats.com/fighter-details/d317a5e2b3f88c5f,Colby Covington,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859,1.0
4954,Kevin Lee,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7,Leonardo Santos,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,0.0
4955,Magomed Mustafaev,http://www.ufcstats.com/fighter-details/31d7446b184e3305,Joe Proctor,http://www.ufcstats.com/fighter-details/a36556bb1565e32d,1.0
4956,John Makdessi,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c,Yancy Medeiros,http://www.ufcstats.com/fighter-details/813550bc53b15fb0,0.0
4957,Court McGee,http://www.ufcstats.com/fighter-details/523fa774700d7d3f,Marcio Alexandre Junior,http://www.ufcstats.com/fighter-details/d53482bef23235ba,1.0
4958,Chad Mendes,http://www.ufcstats.com/fighter-details/b5b684eac99ae0a3,Frankie Edgar,http://www.ufcstats.com/fighter-details/f2688492b9a525a3,0.0
4959,Artem Lobov,http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,Ryan Hall,http://www.ufcstats.com/fighter-details/8866c6f509c19089,0.0
4960,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,Edson Barboza,http://www.ufcstats.com/fighter-details/64a50dad704d1d49,1.0
4961,Evan Dunham,http://www.ufcstats.com/fighter-details/e5c9de15bb58b1c6,Joe Lauzon,http://www.ufcstats.com/fighter-details/3bad7ef643840f67,1.0
4962,Tatsuya Kawajiri,http://www.ufcstats.com/fighter-details/80d918336163b80c,Jason Knight,http://www.ufcstats.com/fighter-details/bb1a2cdad6ff34db,1.0
4963,Julian Erosa,http://www.ufcstats.com/fighter-details/902ec2cc48c8ae8a,Marcin Wrzosek,http://www.ufcstats.com/fighter-details/aac6edb0d5e0b7e9,1.0
4964,Konstantin Erokhin,http://www.ufcstats.com/fighter-details/22061ff217907c78,Gabriel Gonzaga,http://www.ufcstats.com/fighter-details/270b89c00ef0c55c,0.0
4965,Mike Pierce,http://www.ufcstats.com/fighter-details/236a37d96d476164,Ryan LaFlare,http://www.ufcstats.com/fighter-details/4c7781da8c6cae93,0.0
4966,Geane Herrera,http://www.ufcstats.com/fighter-details/c169545ab0825f44,Joby Sanchez,http://www.ufcstats.com/fighter-details/b12fc8a41e82d3a2,1.0
4967,Chris Gruetzemacher,http://www.ufcstats.com/fighter-details/feaf00f3373435d6,Abner Lloveras,http://www.ufcstats.com/fighter-details/6448e57a9533b7e4,1.0
4968,Paige VanZant,http://www.ufcstats.com/fighter-details/4d5197f331c47290,Rose Namajunas,http://www.ufcstats.com/fighter-details/47b63240018d5d86,0.0
4969,Michael Chiesa,http://www.ufcstats.com/fighter-details/c58f51dedb310998,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,1.0
4970,Cody Pfister,http://www.ufcstats.com/fighter-details/5904b0b38dc6718d,Sage Northcutt,http://www.ufcstats.com/fighter-details/ed9d8ee3a4239b1c,0.0
4971,Elias Theodorou,http://www.ufcstats.com/fighter-details/34f88592c0ab7a54,Thiago Santos,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,0.0
4972,John Howard,http://www.ufcstats.com/fighter-details/fc31f896cde2bc2e,Tim Means,http://www.ufcstats.com/fighter-details/4b47e71384a9522f,0.0
4973,Sergio Moraes,http://www.ufcstats.com/fighter-details/1bcaac2d99b90fce,Omari Akhmedov,http://www.ufcstats.com/fighter-details/16690d100f995f8f,1.0
4974,Kevin Casey,http://www.ufcstats.com/fighter-details/8d9586726252dbf7,Antonio Carlos Junior,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,0.0
4975,Johnny Eduardo,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Aljamain Sterling,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,0.0
4976,Andreas Stahl,http://www.ufcstats.com/fighter-details/69a400af4420cd6a,Santiago Ponzinibbio,http://www.ufcstats.com/fighter-details/6d1bffff14897645,0.0
4977,Danny Roberts,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9,Nathan Coy,http://www.ufcstats.com/fighter-details/15ec018d144710db,1.0
4978,Zubaira Tukhugov,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0,Phillipe Nover,http://www.ufcstats.com/fighter-details/64360e618823a8e4,1.0
4979,Kailin Curran,http://www.ufcstats.com/fighter-details/05b43e0ead3df345,Emily Kagan,http://www.ufcstats.com/fighter-details/c1ea9d56cd953586,1.0
4980,Benson Henderson,http://www.ufcstats.com/fighter-details/2676b28836a5a836,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,1.0
4981,Dong Hyun Kim,http://www.ufcstats.com/fighter-details/9bcf8603ceb25680,Dominic Waters,http://www.ufcstats.com/fighter-details/2de91c2244ad7e89,1.0
4982,Alberto Mina,http://www.ufcstats.com/fighter-details/4b1d46a1b5c0fd11,Yoshihiro Akiyama,http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,1.0
4983,Sam Sicilia,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31,Dooho Choi,http://www.ufcstats.com/fighter-details/e93b04e308913c2e,0.0
4984,Dongi Yang,http://www.ufcstats.com/fighter-details/aed06011bf62237b,Jake Collier,http://www.ufcstats.com/fighter-details/92fa1401b7927da3,1.0
4985,Yui Chul Nam,http://www.ufcstats.com/fighter-details/a00ec21cfbba17b6,Mike de la Torre,http://www.ufcstats.com/fighter-details/1971869b7e054261,0.0
4986,Leo Kuntz,http://www.ufcstats.com/fighter-details/6905d45bd71b50a9,Tae Hyun Bang,http://www.ufcstats.com/fighter-details/9a2d3567abc02e34,0.0
4987,Seo Hee Ham,http://www.ufcstats.com/fighter-details/165c244bcca3ed26,Cortney Casey,http://www.ufcstats.com/fighter-details/5f179af5fffeb9f6,1.0
4988,Fredy Serrano,http://www.ufcstats.com/fighter-details/0ccab7c889ede9ea,Yao Zhikui,http://www.ufcstats.com/fighter-details/5ea918ea81b7dee2,1.0
4989,Marco Beltran,http://www.ufcstats.com/fighter-details/ec71a892fada28c7,Guangyou Ning,http://www.ufcstats.com/fighter-details/2c1170b825f58e57,1.0
4990,Dominique Steele,http://www.ufcstats.com/fighter-details/68c11c27d4d56572,Dong Hyun Ma,http://www.ufcstats.com/fighter-details/98a6b2361045898f,1.0
4991,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,1.0
4992,Ricardo Lamas,http://www.ufcstats.com/fighter-details/3974fa35c917af1d,Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689,1.0
4993,Jussier Formiga,http://www.ufcstats.com/fighter-details/b102c26727306ab6,Henry Cejudo,http://www.ufcstats.com/fighter-details/056c493bbd76a918,0.0
