,winner,winner_url,looser,looser_url
5721,Gegard Mousasi,http://www.ufcstats.com/fighter-details/232c582f29f8f65e,Mark Munoz,http://www.ufcstats.com/fighter-details/179f1948dc234f1f
5722,CB Dollaway,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216,Francis Carmont,http://www.ufcstats.com/fighter-details/3591d0d5d382a381
5723,Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2,Luke Barnatt,http://www.ufcstats.com/fighter-details/172c2135e70f87b7
5724,Niklas Backstrom,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9,Tom Niinimaki,http://www.ufcstats.com/fighter-details/5fceb45939fc0c8a
5725,Nick Hein,http://www.ufcstats.com/fighter-details/2816ced060a21be3,Drew Dober,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75
5726,Magnus Cedenblad,http://www.ufcstats.com/fighter-details/0e21976afc92e4d1,Krzysztof Jotko,http://www.ufcstats.com/fighter-details/4e06913c91da5200
5727,Iuri Alcantara,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,Vaughan Lee,http://www.ufcstats.com/fighter-details/8bb6f4479685bbcc
5728,Peter Sobotta,http://www.ufcstats.com/fighter-details/1fcfc3709fe58151,Pawel Pawlak,http://www.ufcstats.com/fighter-details/9310418684bc896f
5729,Maximo Blanco,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a,Andy Ogle,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303
5730,Ruslan Magomedov,http://www.ufcstats.com/fighter-details/369e1ce458ef50a6,Viktor Pesta,http://www.ufcstats.com/fighter-details/202b0467521c9d6f
5731,TJ Dillashaw,http://www.ufcstats.com/fighter-details/c849740a3ff51931,Renan Barao,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c
5732,Daniel Cormier,http://www.ufcstats.com/fighter-details/d967f0128c323de6,Dan Henderson,http://www.ufcstats.com/fighter-details/1ccf4e7caff270df
5733,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d,Jake Ellenberger,http://www.ufcstats.com/fighter-details/d81ac739417d7f53
5734,Takeya Mizugaki,http://www.ufcstats.com/fighter-details/48e093ea1f43a053,Francisco Rivera,http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45
5735,James Krause,http://www.ufcstats.com/fighter-details/8f6a18831a120817,Jamie Varner,http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3
5736,Michael Chiesa,http://www.ufcstats.com/fighter-details/c58f51dedb310998,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
5737,Tony Ferguson,http://www.ufcstats.com/fighter-details/22a92d7f62195791,Katsunori Kikuno,http://www.ufcstats.com/fighter-details/44470bfd9483c7ad
5738,Chris Holdsworth,http://www.ufcstats.com/fighter-details/fc60ecf0671b9489,Chico Camus,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905
5739,Mitch Clarke,http://www.ufcstats.com/fighter-details/c76ec2bc3a57666a,Al Iaquinta,http://www.ufcstats.com/fighter-details/59279a7c978f7da0
5740,Vinc Pichel,http://www.ufcstats.com/fighter-details/c77a953488e5607d,Anthony Njokuani,http://www.ufcstats.com/fighter-details/6bf5a7d3e081ade2
5741,Sam Sicilia,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31,Aaron Phillips,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef
5742,Li Jingliang,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999,David Michaud,http://www.ufcstats.com/fighter-details/49f4b511932f71e9
5743,Matt Brown,http://www.ufcstats.com/fighter-details/31123249b0bbf52e,Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8
5744,Constantinos Philippou,http://www.ufcstats.com/fighter-details/05560764359161e4,Lorenz Larkin,http://www.ufcstats.com/fighter-details/9450848a71d53776
5745,Daron Cruickshank,http://www.ufcstats.com/fighter-details/5f99b2bafb10305f,Erik Koch,http://www.ufcstats.com/fighter-details/99bd87a300079ed9
5746,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Tim Means,http://www.ufcstats.com/fighter-details/4b47e71384a9522f
5747,Soa Palelei,http://www.ufcstats.com/fighter-details/60029bcf496bd707,Ruan Potts,http://www.ufcstats.com/fighter-details/7e208569469c8bc8
5748,Chris Cariaso,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477,Louis Smolka,http://www.ufcstats.com/fighter-details/d2bc285ead803db0
5749,Ed Herman,http://www.ufcstats.com/fighter-details/06f36cf4bd97ec77,Rafael Natal,http://www.ufcstats.com/fighter-details/0dba4df5f34d5ff0
5750,Kyoji Horiguchi,http://www.ufcstats.com/fighter-details/98aa60cf58071fd6,Darrell Montague,http://www.ufcstats.com/fighter-details/bffeb123b21c9aad
5751,Zak Cummings,http://www.ufcstats.com/fighter-details/4ba8d454f762005d,Yan Cabral,http://www.ufcstats.com/fighter-details/7cdd3e5d3aa9cb39
5752,Johnny Eduardo,http://www.ufcstats.com/fighter-details/528c24b99fbaab79,Eddie Wineland,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704
5753,Nik Lentz,http://www.ufcstats.com/fighter-details/6fb1ba67bef41b37,Manvel Gamburyan,http://www.ufcstats.com/fighter-details/cc6f9d1e89f3449a
5754,Justin Salas,http://www.ufcstats.com/fighter-details/9b198c73e3d0d289,Ben Wall,http://www.ufcstats.com/fighter-details/1ad381c8994c4e5b
5755,Albert Tumenov,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e,Anthony Lapsley,http://www.ufcstats.com/fighter-details/f3a853544e4413c4
5756,Jon Jones,http://www.ufcstats.com/fighter-details/07f72a2a7591b409,Glover Teixeira,http://www.ufcstats.com/fighter-details/7ff97850e8c32bda
5757,Anthony Johnson,http://www.ufcstats.com/fighter-details/365fee2da473b177,Phil Davis,http://www.ufcstats.com/fighter-details/902ab9197b83d0db
5758,Luke Rockhold,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,Tim Boetsch,http://www.ufcstats.com/fighter-details/c80095f6092271a7
5759,Jim Miller,http://www.ufcstats.com/fighter-details/d1941565abf50b16,Yancy Medeiros,http://www.ufcstats.com/fighter-details/813550bc53b15fb0
5760,Max Holloway,http://www.ufcstats.com/fighter-details/150ff4cc642270b9,Andre Fili,http://www.ufcstats.com/fighter-details/8fd808923cffff82
5761,Joseph Benavidez,http://www.ufcstats.com/fighter-details/80eacd4da0617c57,Tim Elliott,http://www.ufcstats.com/fighter-details/c96d9178c9ed9e62
5762,Takanori Gomi,http://www.ufcstats.com/fighter-details/3be081c29bf734d9,Isaac Vallie-Flagg,http://www.ufcstats.com/fighter-details/c295de4e10acd4c9
5763,Bethe Correia,http://www.ufcstats.com/fighter-details/673ea7dcc786b1b3,Jessamyn Duke,http://www.ufcstats.com/fighter-details/a7ddae0be8b78147
5764,Danny Castillo,http://www.ufcstats.com/fighter-details/d1e7fc58d4225cdf,Charlie Brenneman,http://www.ufcstats.com/fighter-details/98f6da59d765ec94
5765,Chris Beal,http://www.ufcstats.com/fighter-details/55f446032177b119,Patrick Williams,http://www.ufcstats.com/fighter-details/39330403ad27c2bb
5766,Fabricio Werdum,http://www.ufcstats.com/fighter-details/492b202d2064e7a9,Travis Browne,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b
5767,Miesha Tate,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da,Liz Carmouche,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472
5768,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Edson Barboza,http://www.ufcstats.com/fighter-details/64a50dad704d1d49
5769,Yoel Romero,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,Brad Tavares,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e
5770,Khabib Nurmagomedov,http://www.ufcstats.com/fighter-details/032cc3922d871c7f,Rafael Dos Anjos,http://www.ufcstats.com/fighter-details/6a2f7c151031653d
5771,Thiago Alves,http://www.ufcstats.com/fighter-details/31ee470ef5dc8d7f,Seth Baczynski,http://www.ufcstats.com/fighter-details/fd5b6598a3b70c0a
5772,Jorge Masvidal,http://www.ufcstats.com/fighter-details/47b9e0e7703a4868,Pat Healy,http://www.ufcstats.com/fighter-details/50d2f0018bcf9eef
5773,Alex White,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8,Estevan Payan,http://www.ufcstats.com/fighter-details/d0a5ef38a7778ac2
5774,Caio Magalhaes,http://www.ufcstats.com/fighter-details/0c5c66ddd1886b83,Luke Zachrich,http://www.ufcstats.com/fighter-details/2284092f8b63273b
5775,Jordan Mein,http://www.ufcstats.com/fighter-details/2aa49b3766a59bcd,Hernani Perpetuo,http://www.ufcstats.com/fighter-details/575360be653ad6a6
5776,Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08,Ray Borg,http://www.ufcstats.com/fighter-details/a4de54ea806fb525
5777,Mirsad Bektic,http://www.ufcstats.com/fighter-details/cbd3e590a85b18c5,Chas Skelly,http://www.ufcstats.com/fighter-details/4bd6b4800070b069
5778,Derrick Lewis,http://www.ufcstats.com/fighter-details/d3df1add9d9a7efb,Jack May,http://www.ufcstats.com/fighter-details/2c6e81426dd7573c
5779,Tim Kennedy,http://www.ufcstats.com/fighter-details/3c660c90d48fc80d,Michael Bisping,http://www.ufcstats.com/fighter-details/2b93ebd9f5417ad2
5780,Patrick Cote,http://www.ufcstats.com/fighter-details/9fa3bd637edd9aa2,Kyle Noke,http://www.ufcstats.com/fighter-details/7339d340aa2889cb
5781,Elias Theodorou,http://www.ufcstats.com/fighter-details/34f88592c0ab7a54,Sheldon Westcott,http://www.ufcstats.com/fighter-details/ec2d13a87d3d9541
5782,Chad Laprise,http://www.ufcstats.com/fighter-details/c03a5022f8439f2a,Olivier Aubin-Mercier,http://www.ufcstats.com/fighter-details/55ee431411ccf07a
5783,Dustin Poirier,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,Akira Corassani,http://www.ufcstats.com/fighter-details/3f52ce18fb98008f
5784,KJ Noons,http://www.ufcstats.com/fighter-details/b7ffa72aa148599a,Sam Stout,http://www.ufcstats.com/fighter-details/501b07aec9b8fc2d
5785,Sarah Kaufman,http://www.ufcstats.com/fighter-details/36df8e119aec6175,Leslie Smith,http://www.ufcstats.com/fighter-details/76984112f697631f
5786,Ryan Jimmo,http://www.ufcstats.com/fighter-details/bc3ec52ef70fc155,Sean O'Connell,http://www.ufcstats.com/fighter-details/cb52f9490c2dc069
5787,George Roop,http://www.ufcstats.com/fighter-details/3c0437fbeda06962,Dustin Kimura,http://www.ufcstats.com/fighter-details/fe91d254db77a7fc
5788,Mark Bocek,http://www.ufcstats.com/fighter-details/cf9d24e4bd0cf2ce,Mike de la Torre,http://www.ufcstats.com/fighter-details/1971869b7e054261
5789,Nordine Taleb,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb,Vik Grujic,http://www.ufcstats.com/fighter-details/1e7483dbff40b84b
5790,Richard Walsh,http://www.ufcstats.com/fighter-details/303a05a7aa3ff761,Chris Indich,http://www.ufcstats.com/fighter-details/d5b7fac960e58920
5791,Mitch Gagnon,http://www.ufcstats.com/fighter-details/b8592b4a383696cd,Tim Gorman,http://www.ufcstats.com/fighter-details/c10eb2f12c489f6d
5792,Roy Nelson,http://www.ufcstats.com/fighter-details/3f7c14c7eca7195d,Antonio Rodrigo Nogueira,http://www.ufcstats.com/fighter-details/ee9d73f4fee9cbdd
5793,Clay Guida,http://www.ufcstats.com/fighter-details/c47df9303d318c67,Tatsuya Kawajiri,http://www.ufcstats.com/fighter-details/80d918336163b80c
5794,Ryan LaFlare,http://www.ufcstats.com/fighter-details/4c7781da8c6cae93,John Howard,http://www.ufcstats.com/fighter-details/fc31f896cde2bc2e
5795,Ramsey Nijem,http://www.ufcstats.com/fighter-details/22aa91e402d0fe1f,Beneil Dariush,http://www.ufcstats.com/fighter-details/08af939f41b5a57b
5796,Jared Rosholt,http://www.ufcstats.com/fighter-details/91ea901c458e95dd,Daniel Omielanczuk,http://www.ufcstats.com/fighter-details/470fedbc8563ac47
5797,Thales Leites,http://www.ufcstats.com/fighter-details/cfb65863d5099327,Trevor Smith,http://www.ufcstats.com/fighter-details/f797f0c57a83353e
5798,Jim Alers,http://www.ufcstats.com/fighter-details/fe5a9547479396ab,Alan Omer,http://www.ufcstats.com/fighter-details/f2ad06f1007c481a
5799,Rani Yahya,http://www.ufcstats.com/fighter-details/94527830000ab715,Johnny Bedford,http://www.ufcstats.com/fighter-details/ffc3e6daaa6da0b7
5800,Dan Henderson,http://www.ufcstats.com/fighter-details/1ccf4e7caff270df,Mauricio Rua,http://www.ufcstats.com/fighter-details/140745cbbcb023ac
5801,CB Dollaway,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216,Cezar Ferreira,http://www.ufcstats.com/fighter-details/dbc17725b887860a
5802,Leonardo Santos,http://www.ufcstats.com/fighter-details/9c65736747ca92ec,Norman Parke,http://www.ufcstats.com/fighter-details/14ff46596ad80609
5803,Fabio Maldonado,http://www.ufcstats.com/fighter-details/1fb80f46d3c105d9,Gian Villante,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc
5804,Michel Prazeres,http://www.ufcstats.com/fighter-details/e51fcd9cd84c0b93,Mairbek Taisumov,http://www.ufcstats.com/fighter-details/8f5c8850b2484173
5805,Rony Jason,http://www.ufcstats.com/fighter-details/b71ce838b01f2cad,Steven Siler,http://www.ufcstats.com/fighter-details/d188a3b817860ec6
5806,Thiago Santos,http://www.ufcstats.com/fighter-details/dea070ed4a2a8281,Ronny Markes,http://www.ufcstats.com/fighter-details/bd21a1e3d41c97ee
5807,Jussier Formiga,http://www.ufcstats.com/fighter-details/b102c26727306ab6,Scott Jorgensen,http://www.ufcstats.com/fighter-details/0b64d0fed453ef7f
5808,Kenny Robertson,http://www.ufcstats.com/fighter-details/6e0273f9478be71e,Thiago Perpetuo,http://www.ufcstats.com/fighter-details/c1a5d3843596df92
5809,Hans Stringer,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53,Francimar Barroso,http://www.ufcstats.com/fighter-details/b69f24c500d783e7
5810,Godofredo Pepey,http://www.ufcstats.com/fighter-details/fa37628269132d1a,Noad Lahat,http://www.ufcstats.com/fighter-details/9f755fb04cc21499
5811,Johny Hendricks,http://www.ufcstats.com/fighter-details/0941df56f6ac954b,Robbie Lawler,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d
5812,Tyron Woodley,http://www.ufcstats.com/fighter-details/effd9de9937996f8,Carlos Condit,http://www.ufcstats.com/fighter-details/f9f07bb5a43535ed
5813,Myles Jury,http://www.ufcstats.com/fighter-details/08e908ed6d18d6a0,Diego Sanchez,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689
5814,Hector Lombard,http://www.ufcstats.com/fighter-details/db1f2ed63b54b9a7,Jake Shields,http://www.ufcstats.com/fighter-details/fe435e440b5de0ff
5815,Ovince Saint Preux,http://www.ufcstats.com/fighter-details/50db8711c70196cd,Nikita Krylov,http://www.ufcstats.com/fighter-details/1091d4d957141094
5816,Kelvin Gastelum,http://www.ufcstats.com/fighter-details/8c0580d4fff106c1,Rick Story,http://www.ufcstats.com/fighter-details/5b5307450405abf0
5817,Jessica Andrade,http://www.ufcstats.com/fighter-details/6a1901c62ab3870f,Raquel Pennington,http://www.ufcstats.com/fighter-details/fc169c387b4b465d
5818,Dennis Bermudez,http://www.ufcstats.com/fighter-details/6f242453c91a5af0,Jimy Hettes,http://www.ufcstats.com/fighter-details/893d51aaf024eddd
5819,Alex Garcia,http://www.ufcstats.com/fighter-details/a2b12c3f3d60ff69,Sean Spencer,http://www.ufcstats.com/fighter-details/ab850a77a0fa487d
5820,Francisco Trevino,http://www.ufcstats.com/fighter-details/97a6bbe6e6566a94,Renee Forte,http://www.ufcstats.com/fighter-details/44bc27bfa76dcd9e
5821,Justin Scoggins,http://www.ufcstats.com/fighter-details/9fa568ad2bf2cb0b,Will Campuzano,http://www.ufcstats.com/fighter-details/901cddcbfa079097
5822,Sean Strickland,http://www.ufcstats.com/fighter-details/0d8011111be000b2,Robert McDaniel,http://www.ufcstats.com/fighter-details/5cafbc97dba2e797
5823,Robert Whiteford,http://www.ufcstats.com/fighter-details/1dafccb62a0f98ec,Daniel Pineda,http://www.ufcstats.com/fighter-details/361d49960a196976
5824,Alexander Gustafsson,http://www.ufcstats.com/fighter-details/3c6976f8182d9527,Jimi Manuwa,http://www.ufcstats.com/fighter-details/1e1dbd1cc5a7469e
5825,Michael Johnson,http://www.ufcstats.com/fighter-details/511e82663651438d,Melvin Guillard,http://www.ufcstats.com/fighter-details/ccd1299e0345e0ce
5826,Brad Pickett,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f,Neil Seery,http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf
5827,Gunnar Nelson,http://www.ufcstats.com/fighter-details/fd55393021a8c255,Omari Akhmedov,http://www.ufcstats.com/fighter-details/16690d100f995f8f
5828,Ilir Latifi,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea,Cyrille Diabate,http://www.ufcstats.com/fighter-details/43563a32c3f10e95
5829,Luke Barnatt,http://www.ufcstats.com/fighter-details/172c2135e70f87b7,Mats Nilsson,http://www.ufcstats.com/fighter-details/a9bcf8717dd12532
5830,Claudio Silva,http://www.ufcstats.com/fighter-details/6f7c616b98e18c29,Brad Scott,http://www.ufcstats.com/fighter-details/34e552520a934063
5831,Igor Araujo,http://www.ufcstats.com/fighter-details/dbea8c1cb327ab3d,Danny Mitchell,http://www.ufcstats.com/fighter-details/c06d554ce1713fd3
5832,Phil Harris,http://www.ufcstats.com/fighter-details/ba043b03eb799063,Louis Gaudinot,http://www.ufcstats.com/fighter-details/b72a60a0cadff408
5833,Dong Hyun Kim,http://www.ufcstats.com/fighter-details/9bcf8603ceb25680,John Hathaway,http://www.ufcstats.com/fighter-details/28f3c2258a1d8874
5834,Zhang Lipeng,http://www.ufcstats.com/fighter-details/7b310409440c9102,Sai Wang,http://www.ufcstats.com/fighter-details/efb9a43415a56d34
5835,Matt Mitrione,http://www.ufcstats.com/fighter-details/ba280572acfba13f,Shawn Jordan,http://www.ufcstats.com/fighter-details/ca2efc9d7d523c43
5836,Hatsu Hioki,http://www.ufcstats.com/fighter-details/ef7fa30364cbe7f2,Ivan Menjivar,http://www.ufcstats.com/fighter-details/5755960ebd0b16f6
5837,Yui Chul Nam,http://www.ufcstats.com/fighter-details/a00ec21cfbba17b6,Kazuki Tokudome,http://www.ufcstats.com/fighter-details/c4af2feb4b58bc3b
5838,Vaughan Lee,http://www.ufcstats.com/fighter-details/8bb6f4479685bbcc,Nam Phan,http://www.ufcstats.com/fighter-details/80dbeb1dd5b53e64
5839,Anying Wang,http://www.ufcstats.com/fighter-details/69e8c632135af48b,Albert Cheng,http://www.ufcstats.com/fighter-details/d8d7b24d276c8cb0
5840,Mark Eddiva,http://www.ufcstats.com/fighter-details/40ff198adda94b9f,Jumabieke Tuerxun,http://www.ufcstats.com/fighter-details/1ed32eaaba9ffe10
5841,Ronda Rousey,http://www.ufcstats.com/fighter-details/8bdac25ce0bb874d,Sara McMann,http://www.ufcstats.com/fighter-details/7be74a12d7352df2
5842,Daniel Cormier,http://www.ufcstats.com/fighter-details/d967f0128c323de6,Patrick Cummins,http://www.ufcstats.com/fighter-details/e51e5cb722bd47a8
5843,Rory MacDonald,http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e,Demian Maia,http://www.ufcstats.com/fighter-details/427b5953ac8e3a27
5844,Mike Pyle,http://www.ufcstats.com/fighter-details/f5990c11974d8e9c,TJ Waldburger,http://www.ufcstats.com/fighter-details/8f2939f5fd9cca1e
5845,Stephen Thompson,http://www.ufcstats.com/fighter-details/4a28cb716c19157a,Robert Whittaker,http://www.ufcstats.com/fighter-details/e1147d3d2dabe1ce
5846,Alexis Davis,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,Jessica Eye,http://www.ufcstats.com/fighter-details/f72465a784c1b084
5847,Raphael Assuncao,http://www.ufcstats.com/fighter-details/2f13e4020cea5b38,Pedro Munhoz,http://www.ufcstats.com/fighter-details/6bd02119599741a4
5848,Aljamain Sterling,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,Cody Gibson,http://www.ufcstats.com/fighter-details/700a674c042b7a96
5849,Zach Makovsky,http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30,Josh Sampo,http://www.ufcstats.com/fighter-details/f65dcb22dada2223
5850,Erik Koch,http://www.ufcstats.com/fighter-details/99bd87a300079ed9,Rafaello Oliveira,http://www.ufcstats.com/fighter-details/15b1b21cd743d652
5851,Ernest Chavez,http://www.ufcstats.com/fighter-details/b406da701c479076,Yosdenis Cedeno,http://www.ufcstats.com/fighter-details/3e61082025db8137
5852,Lyoto Machida,http://www.ufcstats.com/fighter-details/f7a7f7118d4b01b6,Gegard Mousasi,http://www.ufcstats.com/fighter-details/232c582f29f8f65e
5853,Jacare Souza,http://www.ufcstats.com/fighter-details/7a703c565ccaa18f,Francis Carmont,http://www.ufcstats.com/fighter-details/3591d0d5d382a381
5854,Erick Silva,http://www.ufcstats.com/fighter-details/5866fc86183a9fb8,Takenori Sato,http://www.ufcstats.com/fighter-details/276c60b14b571dd4
5855,Nicholas Musoke,http://www.ufcstats.com/fighter-details/8b5f9ea38184ded3,Viscardi Andrade,http://www.ufcstats.com/fighter-details/d221ee27afc7a60e
5856,Charles Oliveira,http://www.ufcstats.com/fighter-details/07225ba28ae309b6,Andy Ogle,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303
5857,Joe Proctor,http://www.ufcstats.com/fighter-details/a36556bb1565e32d,Cristiano Marcello,http://www.ufcstats.com/fighter-details/ff4c3ab594c7fac3
5858,Rodrigo Damm,http://www.ufcstats.com/fighter-details/a20d7dfaba74c067,Ivan Jorge,http://www.ufcstats.com/fighter-details/19db7ac26308178f
5859,Francisco Trinaldo,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9,Jesse Ronson,http://www.ufcstats.com/fighter-details/5580771f383e141f
5860,Iuri Alcantara,http://www.ufcstats.com/fighter-details/2f95a3c6d58b2aad,Wilson Reis,http://www.ufcstats.com/fighter-details/5aedf14771ca82d2
5861,Felipe Arantes,http://www.ufcstats.com/fighter-details/71002dbc1743b9a7,Maximo Blanco,http://www.ufcstats.com/fighter-details/4a1329cc8eb0928a
5862,Ildemar Alcantara,http://www.ufcstats.com/fighter-details/7c6e87729e824ef4,Albert Tumenov,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e
5863,Zubaira Tukhugov,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0,Douglas Silva de Andrade,http://www.ufcstats.com/fighter-details/3a314d9fa7c6825d
5864,Renan Barao,http://www.ufcstats.com/fighter-details/2c99576fefe53c7c,Urijah Faber,http://www.ufcstats.com/fighter-details/78114b7199cef90c
5865,Jose Aldo,http://www.ufcstats.com/fighter-details/d0f3959b4a9747e6,Ricardo Lamas,http://www.ufcstats.com/fighter-details/3974fa35c917af1d
5866,Alistair Overeem,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c,Frank Mir,http://www.ufcstats.com/fighter-details/1ff9589f9065a9ed
5867,Ali Bagautinov,http://www.ufcstats.com/fighter-details/3dd92ff9fb0412b3,John Lineker,http://www.ufcstats.com/fighter-details/c268b2cfebccf652
5868,Abel Trujillo,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653,Jamie Varner,http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3
5869,Alan Patrick,http://www.ufcstats.com/fighter-details/cd7763bcadb5d4c8,John Makdessi,http://www.ufcstats.com/fighter-details/c21a036b4e012f1c
5870,Chris Cariaso,http://www.ufcstats.com/fighter-details/b2e3aca4cd363477,Danny Martinez,http://www.ufcstats.com/fighter-details/8a9c6c4301f6d088
5871,Nick Catone,http://www.ufcstats.com/fighter-details/f8fe2053d73d7bcf,Tom Watson,http://www.ufcstats.com/fighter-details/6809c31286b08d97
5872,Al Iaquinta,http://www.ufcstats.com/fighter-details/59279a7c978f7da0,Kevin Lee,http://www.ufcstats.com/fighter-details/ee9ebceabfd16fa7
5873,Clint Hester,http://www.ufcstats.com/fighter-details/92b62174c175ce19,Andy Enz,http://www.ufcstats.com/fighter-details/993d385f5a475375
5874,Rashid Magomedov,http://www.ufcstats.com/fighter-details/7ea1f74cef32f906,Anthony Rocco Martin,http://www.ufcstats.com/fighter-details/5331b25a60417ffb
5875,Neil Magny,http://www.ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Gasan Umalatov,http://www.ufcstats.com/fighter-details/7a39bbac8cc0fa70
5876,Benson Henderson,http://www.ufcstats.com/fighter-details/2676b28836a5a836,Josh Thomson,http://www.ufcstats.com/fighter-details/a566371ba2ad7152
5877,Stipe Miocic,http://www.ufcstats.com/fighter-details/d28dee5c705991df,Gabriel Gonzaga,http://www.ufcstats.com/fighter-details/270b89c00ef0c55c
5878,Donald Cerrone,http://www.ufcstats.com/fighter-details/1d00756835ca67c9,Adriano Martins,http://www.ufcstats.com/fighter-details/7dcf06c1967801c1
5879,Jeremy Stephens,http://www.ufcstats.com/fighter-details/18968f97ad34f15c,Darren Elkins,http://www.ufcstats.com/fighter-details/92a9aa9c93192871
5880,Alex Caceres,http://www.ufcstats.com/fighter-details/7aa3d6964eff4877,Sergio Pettis,http://www.ufcstats.com/fighter-details/de75d1c45a39e221
5881,Eddie Wineland,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704,Yves Jabouin,http://www.ufcstats.com/fighter-details/b4eeac608fc82f88
5882,Chico Camus,http://www.ufcstats.com/fighter-details/32be4b7f7de1c905,Yaotzin Meza,http://www.ufcstats.com/fighter-details/3623bd267a2eef2e
5883,Hugo Viana,http://www.ufcstats.com/fighter-details/f95381efb3051d81,Ramiro Hernandez,http://www.ufcstats.com/fighter-details/915c8d39d4a0e7d1
5884,Daron Cruickshank,http://www.ufcstats.com/fighter-details/5f99b2bafb10305f,Mike Rio,http://www.ufcstats.com/fighter-details/af90b10c785ced3e
5885,George Sullivan,http://www.ufcstats.com/fighter-details/6c7e25571490aa3b,Mike Rhodes,http://www.ufcstats.com/fighter-details/b7ad576b8ae115e6
5886,Nikita Krylov,http://www.ufcstats.com/fighter-details/1091d4d957141094,Walt Harris,http://www.ufcstats.com/fighter-details/03f982ca3735070c
5887,Luke Rockhold,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,Constantinos Philippou,http://www.ufcstats.com/fighter-details/05560764359161e4
5888,Brad Tavares,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e,Lorenz Larkin,http://www.ufcstats.com/fighter-details/9450848a71d53776
5889,TJ Dillashaw,http://www.ufcstats.com/fighter-details/c849740a3ff51931,Mike Easton,http://www.ufcstats.com/fighter-details/bc7230f231701d66
5890,Yoel Romero,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d,Derek Brunson,http://www.ufcstats.com/fighter-details/b1a3e0aca758b322
5891,John Moraga,http://www.ufcstats.com/fighter-details/92437c6775b3f7d1,Dustin Ortiz,http://www.ufcstats.com/fighter-details/f53c1f4ceeed8c08
5892,Cole Miller,http://www.ufcstats.com/fighter-details/282fa667ff9c51ed,Sam Sicilia,http://www.ufcstats.com/fighter-details/b8aef0faf4ce9b31
5893,Ramsey Nijem,http://www.ufcstats.com/fighter-details/22aa91e402d0fe1f,Justin Edwards,http://www.ufcstats.com/fighter-details/e56daf7725a0b5ab
5894,Elias Silverio,http://www.ufcstats.com/fighter-details/52ba464d9068d871,Isaac Vallie-Flagg,http://www.ufcstats.com/fighter-details/c295de4e10acd4c9
